178,Global cheese market marble jack cheese,367,3
179,Black bear swiss emmentaler cheese,393,3
180,Black bear brie double cream,357,3
181,Jarlsberg Semi Soft Part-Skim Cheese,357,3
182,Stella freshly crumbled blue cheese,357,3
183,Shoprite monterey jack jalapeno peppers,357,3
184,Belgioioso provolone cheese,393,3
185,Perdue fit & easy thin sliced breasts,107,8
186,Extra Sharp Provolone Cheese,352,3
187,Cheddar Cheese - Extra Sharp,393,3
188,Black Bear Locatelli Wedge Cheese,393,3
189,Passage foods korma simmer sauce mild,167,7
190,Baguette mit Pastrami groß,135,8
191,Sausage/Brat Rolls,140,8
192,LOMO,146.30000305176,8
193,Maple grove farms of vermont pancake & waffle mix buttermilk & honey,341,4
194,Jambon cuit four,119,8
195,Wurst geräuchert,313,4
196,Beaufort,397,3
197,FARINE FLUIDE,335,4
198,Flageolets verts extra-fins,93,9
199,Olives confites noires dénoyautées,133,8
200,cannelloni,122,8
201,Mikado chocolat au lait,480,1
202,Maille Moutarde à l'Ancienne Bocal 380g,172,7
203,Grand’Mère 100% organic free-range egg pasta,372,3
204,Couscous facile,365,3
205,Légumes au pesto rosso,67,9
206,Vinaigre d'alcool cristal,0,10
207,Taille fine,48,10
208,Prince Petit Déj,475,1
209,Gluten free mini pretzels,110,8
210,Créations Chocolat,529,0
211,Couscous sachet cuisson,361,3
212,Le Fruit - Orange sans pulpe,42,10
213,Gros Sel Gris De Guérande,1,10
214,Steak Hache 15%% 2X125G Ls ,215,6
215,Cacahuètes délicatement salées extra croquantes,606,0
216,Echire beurre de baratte d' excellence,723,0
217,Le puy green lentils,333.33333333333,4
218,French sponge cakes with chocolate chips mini madeleines french sponge cakes with chocolate chips,452,1
219,Madeleines 10 traditional french sponge cakes madeleines,476,1
220,Butter cookies with sea salt grandes galettes butter cookies with sea salt,500,0
221,Mini madeleines traditional french sponge cakes,452,1
222,4 minis à dorer,256,5
223,Petit Pont-l’Évêque,277.5,5
224,Moutarde De Meaux 12 x 100G,124,8
225,Palmier Caramel au Beurre,542,0
226,Harrys pain de mie longue conservation nature,283,5
227,4 Muffins,441,2
228,Crème dessert au chocolat,118,8
229,Brillat Savarin Affine,390,3
230,Huile pour friture,900,0
231,Passion Acérola,32,10
232,Brioche tressée 600 g,326,4
233,Poisson croûte d'épices cuisinez facile,313,4
234,Madeleines,440,2
235,Coppa sel sec,249,6
236,Pain Rustique Terre & Saveurs,256,5
237,Nouilles udon à cuire,348,4
238,Flocons d'avoine 4 graines et raisins,390,3
239,Canebiere,3,10
240,Whole foods market herve mons camembert cheese,293,5
241,Panier de Yoplait au lait d'amande,109,8
242,Crousty roll,513,0
243,Terrine de chevreuil,307,4
244,Comte,428.57142857143,2
245,Sorbet plein fruit à la coco bio,117,8
246,Salted caramel sauce,333,4
247,Soft ripened cheese,273,5
248,Camembert,286,5
249,Spread,217,6
250,Apricot spread,217,6
251,Soft ripened cow's milk cheese,437,2
252,Soumaintrain Fromage Au Lait Entier Whole Milk Cheese,304,4
253,Full Fat Soft-Ripened Cheese,293,5
254,Cremeux Des Citeaux,361,3
255,Petit gaugrya,311,4
256,Kouign amann nature,458.7,1
257,Le Beurre Tendre doux,744,0
258,Chips Pizza 125G Bret's,525,0
259,Confiture fraise clémentine,229,6
260,Organic apple orange spice apple orange,205,6
261,Peche-abricot,253,5
262,Organic apple sauce,43,10
263,Brie De Nangis Pasteurise Boite,279,5
264,Pasteurised Soft Ripened Cheese,393,3
265,French Soft Sheep's Milk Cheese Ripened In Brine,286,5
266,Four Red Fruits Preserve,245,6
267,Marmalade,240,6
268,Beurre,551,0
269,Eveil croissance bio au lait entier,63,9
270,Creme glacée café croquant,154,7
271,Pasteurised Soft Ripened Cheese,279,5
272,Mini Gourmandise,268,5
273,Sel Marin Aromatisé Poisson Esprit Du Sel 250 G,0,10
274,Orange mango passion fruit 100% fruit premium smoothie,255,5
275,Long nuggets aux filets de poulet,254,5
276,Escalope Cordon Bleu au Comté fondu,206,6
277,Pain grillé au ble complet bio,375,3
278,Macédoine de légumes,36,10
279,Figues Pulled N°6 Ravier 500G NOUVELLE RECOLTE,251,5
280,Maïs tendre,120,8
281,Duo de Génoises,374,3
282,Petits pois carottes,63,9
283,Haricots blanc,75,9
284,Lipton ice tea pêche zéro sucres,1,10
285,Cold pressed green power juice,25.37,10
286,Barre Mure Chocolat,344,4
287,Terry's chocolate orange chocolate ball,520,0
288,Terry's chocolate orange chocolate ball,510,0
289,Le Délice Noisette,124,8
290,Terry's twilight chocolate pieces milk with mint,519,0
291,Terry's chocolate orange chocolate bar,524,0
292,Terry's chocolate orange chocolate toffee crunch,520,0
293,Terry's all gold chocolate pieces-assorted milk,511,0
294,Raspberry madeleine,460,1
295,Soupe carotte orange gingembre,32,10
296,Amandes décortiquées extra grillées salées,627,0
297,Pistachio madeleine,464,1
298,Chocolat Noir éclats De Coco,597,0
299,Sauce chinoise,72,9
300,Œuf frais PLEIN AIR ELEVEURS ENGAGES,140,8
301,formula 1 herbalife,375,3
302,Soupe CALALOU,9,10
303,Crispy French Crackers,479,1
304,Dragees 2 chocolats,471,1
305,Thé noir parfumé,1,10
306,Soupe butternut patate douce,31,10
307,Extra dark chocolate with hazelnuts,578,0
308,Lov organic almond rooibos herbal tea,4,10
309,Bruschetta,480,1
310,Pudding Mix,444,2
311,Cream cheese,243,6
312,Beef stick,281.25,5
313,Konexfoods Gourmet Grape Leaves Stuffed With Rice,141,8
314,Coconut chia & vanilla pure organic raw bar,433,2
315,Coconut chia & vanilla pure raw organic bar,433,2
316,Coconut vanilla & lemon pure raw organic protein bar,367,3
317,Cacao cacao nibs & hazelnuts pure organic raw bar,433,2
318,Cacao cacao nibs & hazelnuts pure organic raw bar,433,2
319,Peanut butter pure raw organic protein bar,367,3
320,Peanut butter nuts & cacao nibs pure organic raw bar,433,2
321,Cacao cacao nibs & orange pure raw organic protein bar,367,3
322,Plain bread crumbs,400,2
323,Plum butter,278,5
324,Rose hip spread,278,5
325,Phyllo pastry sheets for baklava,317,4
326,Coarse sea salt,0,10
327,Sunflower oil,867,0
328,Virgin olive oil,867,0
329,100% durum,375,3
330,Drink pear,50,9
331,Bazooka bubble gum original & blue razz,333,4
332,Mild sweet italian chicken sausage,117.6471,8
333,Pecan Shortbread Cookies,232.25806451613,6
334,Creme filled wafer rolls,480,1
335,Iced oatmeal cookies,464.28571428571,1
336,Maple Leaf Crème Cookies,478.26086956522,1
337,Chocolate chip cookies chocolate chip,485,1
338,Biscuit,460,1
339,Salted Butter Quarters,714.2857,0
340,Multiseed snack crackers,464.28571428571,1
341,Chili infused,800,0
342,Spaghetti,44.0529,10
343,Protein bread,285.7143,5
344,Goldhirse,363,3
345,Pois chiches en forme de grains de riz,364,3
346,Tomaten-Gemüsesaftcocktail,18,10
347,Erdbeer-Rolle,374,3
348,Unsalted european style cultured vegan butter,643,0
349,Echtlachs creme salmon spread,466,1
350,Kuchenmeister cake roll with blueberry fruit filling,375,3
351,Kuchenmeister cake roll lemon fruit,375,3
352,Premium Stollen Marzipan,412,2
353,Hickory Uncured Turkey Bacon,45,10
354,Protein Wafers Chocolate Crème,210,6
355,Glace chocolat,231,6
356,Universelle schlagcreme,158,7
357,Rapsöl,828,0
358,Schokotröpfchen,520,0
359,Dinkel Hörnchen Nudeln,359,3
360,REWE Curry Dressing,249,6
361,Weinstein backpulver,236,6
362,Zaziki,117,8
363,Cinnamon mini croissants cinnamon,365,3
364,Nabisco ritz fresh stacks crackers,500,0
365,Chocolate Marshmallow,392.8571,3
366,Ringo,12.8,10
367,Instant Matcha Latte,50,9
368,Original mushroom stock powder original mushroom,325,4
369,Original dashi stock powder original,312,4
370,Original vegetable stock powder,262,5
371,Mochi ice cream,286,5
372,Premium ice bar,171,7
373,White miso soup,354,3
374,Refresh! gummy,360,3
375,Gummyz,320,4
376,Ichi-ban tako-senbei,427,2
377,Sparkling hawaii water,0,10
378,Sac sac grape drink,53,9
379,Paxs liquid salad dressing,360,3
380,Asahi soft drink,0,10
381,Asahi soft drink,0,10
382,Pokka sapporo carbonated soft drink grapefruit,0,10
383,Pokka sapporo carbonated soft drink lemon lemon,17,10
384,Kc Central Trading Co. Seasoning Sauce,0,10
385,Premium ice bar,172,7
386,Kabuto cafe royal original coffee,42,10
387,Cuqqes,108.10810810811,8
388,Wheat flour,334,4
389,Mineral water "narzan" silver,0,10
390,Black currant,48,10
391,Whole grain buckwheat,355,3
392,Cookies,441,2
393,Red Wine Vinegar,0,10
394,Caviar,240,6
395,Dark Chocolate Royal Shake,160,7
396,Чипсы кукурузные Насос Оригинальные,500,0
397,Kong yen rice vinegar,0,10
398,Almond flour,57.1429,9
399,Butternut Squash Soup,51,9
400,Spicy Curry Soup,76,9
401,Champignons,21,10
402,Aloe Vera,35,10
403,JA JIANG INSTANT NOODLES,390,3
404,Wesołe grzybki,509,0
405,Carrot Soup,38,10
406,Red Bean Rice Cake,312,4
407,Boisson lait de coco,107,8
408,Minestrone Soup,45,10
409,Gira non-alcoholic malt beverage,30,10
410,Japanese Style Green Tea Mochi,340,4
411,Biscuits Melange De Grains Au Gout Taro,586,0
412,Karums,333.33333333333,4
413,Assorted,100,8
414,Late 3 in 1 instant,4.7619047619048,10
415,Champignon Soup,43,10
416,Three Lentil Soup,61,9
417,Champignons,14,10
418,Soy Sauce,26.6667,10
419,Soy Drink,52,9
420,Boy bawang,502,0
421,Green Tea,50,9
422,San Marino Light Chili Corned Tuna,145,8
423,Master Gata Sardines In Coconut Milk,179,7
424,Tobi onion garlic peanuts,621,0
425,Bibingka,365,3
426,Mushroom elixer with chaga,333.33333333333,4
427,Bahag Hari Taro Chips,160,7
428,Sulit Corn Snack,70,9
429,Muncher Green Peas,120,8
430,Nissin Demae Ramen with Sesame Oil,450,1
431,Sunflower Oil,929,0
432,Nissin Demae Artificial Chicken Flavor,449,2
433,Instant noodle Five Spices Beef Flavour,471,1
434,Matcha Quinoa Flakes,70.512820512821,9
435,Lady's Choice Sandwich Spread,38,10
436,Muscat Gummy Candy,300,4
437,Sea Salt,0,10
438,Hosoda Bros Inc. Prepared Kidney Bean,260,5
439,Dried Bean Curd,438,2
440,Okonomi sauce,139,8
441,Instant Coffee Deep Roasted,301,4
442,Nestle instant coffee,600,0
443,Food,0,10
444,Pocky Chocomint Sticks,6.6666666666667,10
445,Nerunerunerune Grape Flavor,91,9
446,All-In-One Ramen,468,1
447,ライチグミ Lychee Gummy Candy,120,8
448,Soup Base,188,7
449,Grape gummy candy,322,4
450,オロナミンCドリンク,66,9
451,Hana Seasoned Distilled Vinegar,138,8
452,Japanese baked rice cracker,500,0
453,Pockin fruits soft drink,67,9
454,Kishu bainiku nama ume candy,400,2
455,Red chili pepper tempura seaweed snacks,600,0
456,Frozen soy bean,112,8
457,Carbonated drink,50,9
458,Presssd apple juice drink,23,10
459,Tesco Folded Flatbreads Plain 6 Pack,291,5
460,Huel Black,400,2
461,Decaf tea,5,10
462,STUTE Soya Unsweetened Organic Drink,21,10
463,Snickers,241,6
464,Vanilla Flavor,400,2
465,Tesco Free From Chocolate Chip Mini Muffin 200G,432,2
466,Fresh & easy tilapia,89,9
467,Lemon & caper tilapia with roasted red potatoes,88,9
468,Tilapia tremendous with korean bbq sauce,117,8
469,Tilapia Fillets With Red Thai Sauce,86,9
470,Original Crackers,490,1
471,Cheese Slices,223,6
472,Lemon melts,555.5556,0
473,Black's Organic Cooking Dark Chocolate Bar,575,0
474,Gingerbread village with white chocolate gingerbread almonds roasted salted peanuts red and green spice drops gingersnap cookies red and green m&m's milk chocolate candies & white chocolate peppermint marshmallow bits indulgent trail mix,500,0
475,Mary ann's chocolates,425,2
476,Aussie Greek,180,7
477,Double Max Cocoa & Coconut Croissant,452,1
478,Spinach with rice spinach,134,8
479,Αλιμμα μελι με παστα φουντουκιου,424,2
480,Serenata wafers,560,0
481,Marrons chestnuts,133,8
482,Greek yogurt cookies,488,1
483,Balsamic glaze,250,5
484,Halloumi cheese,321,4
485,Milk chocolate with almonds,550,0
486,Cream biscuits cookies,493,1
487,Milk chocolate,550,0
488,Extra virgin olive oil with rosemary,867,0
489,Fig salami,330,4
490,Halloumi cheese,321,4
491,Fig salami,412,2
492,Extra olive oil,893,0
493,Tuc crackers sour cream and onion,507,0
494,Old fashioned clove drops,398,3
495,Supersoft White Sandwich Rolls,233,6
496,Chia seed loaf,224,6
497,Tuc crackers original,465,1
498,Bfree Demi Baguette 2 Pack 220G,257,5
499,Jacob's mediterraneo bread crackers olive oil and oregano,437,2
500,Homemade ajver mild vegetable spread mild,137,8
501,Honey crackers,377,3
502,Swiss roll,414,2
503,Perfetto dessert,440,2
504,Brown sauce,122,8
505,Nabisco chips ahoy! chewy chocolate chip with reese's cookies,467,1
506,Crunchy muesli with banana & chocolate,442,2
507,Delicious irish potato crisps hand cooked on our farm,522,0
508,Low fat white loaf bread,209,6
509,Irish organic mussels,62,9
510,3 Seeded Wholegrain Sandwich Rolls,233,6
511,Gouda Jeune Everyday,346,4
512,Coca-Cola Zéro Sucre,0.2,10
513,Coca-Cola,42,10
514,Pois chiches boni,504,0
515,Marrons entiers,163,7
516,Bbq & choc,555.5556,0
517,Chocolate Fluffy Marshmallow Bar Dark Chocolate & Nutty Sea Salt Caramel,435,2
518,Vanden Bulcke Chocolate,542,0
519,Bread Crumbs Plain,387,3
520,Original Meatballs,306,4
521,Porthos Tuna in Oil,186.5,7
522,Solid Tuna In Vegetable Oil,197,7
523,Mangue,48,10
524,Porthos Sardinha Azeite Condimentos,240,6
525,Tremoços,124,8
526,Vieira marie biscuit,419,2
527,Calem Fine Tawny Porto,151,7
528,Dacosta 10 Years Old Porto,158,7
529,Calem Rose Porto,149,8
530,Calem Fine Ruby Porto,148,8
531,Calem Fine Ruby Porto,148,8
532,Extra virgin olive oil,800,0
533,Gourmet queijo de cabra curado aged goat cheese,383,3
534,Azeite-portugal extra virgin olive oil,800,0
535,Tuna In Soy Oil,218,6
536,Portuguese Sardines,236,6
537,Fig,207,6
538,Marine Purified Salt,0,10
539,Pollock,80,9
540,Puff-Puff Mix,332,4
541,Coco Coconut,680,0
542,Saltverk flaky sea salt,0,10
543,Piri Piri Hot Sauce,0,10
544,Nostalgic santa,476,1
545,Cookies,516,0
546,Kærgården ungesalzen,652,0
547,Full Cream Milk Powder,500,0
548,Ginger beer,19.393939393939,10
549,simply classic trail mix,210,6
550,Boreklik kombi,259,5
551,Danablu danish blue cheese,350,3
552,Goats Milk Cheese,300,4
553,Roma Style Tomatoes Puree,48,10
554,Pickled Hot Pepper,79,9
555,Uncured bacon egg & cheese pockets eggs sharp cheddar and uncured bacon wrapped in a flaky crust,259,5
556,Orzo Traditional Pasta,324,4
557,Original Salted,150,7
558,Shrimp And Vegetable Egg Rolls,120,8
559,Fruit Bites,339,4
560,caramel collection,498,1
561,BIO Łan z masłem orzechowym (Mandryl),434,2
562,BIO Owsiane z figami,380,3
563,Ciastka owsiane z agrestem,395,3
564,Jaglane z czarną porzeczką,388,3
565,Łany maślany dla dzieci (Sowa),468,1
566,BIO Słonecznikowe z agawą,390,3
567,Łany gryczany bezcukrowy (Kameleon),430,2
568,Ciastka owsiane z czekoladą,412,2
569,Jaglane z żurawiną,390,3
570,Ciastka owsiane z pestkami dyni,415,2
571,ŁANY z masłem orzechowym (Małpa),458,1
572,Kujawski 3 Ziarna,900,0
573,Rapeseed oil,900,0
574,Sonko Pieczywo Lekkie Razowe,360,3
575,Przyprawa Maggi,20,10
576,Majonez dekoracyjny,704,0
577,Czekolada gorzka z kandyzowaną skórką pomarańczy,546,0
578,Bloc de Foie Gras de Canard,448,2
579,Real Mayo Creamy and Smooth Mayonnaise,90,9
580,Chik'n Nuggets,200,6
581,Spinach frozen leaf,30,10
582,Smoked gouda cheese spread,493,1
583,Tunisian extra virgin olive oil,800,0
584,Berry Cocktail Yoghurt,105,8
585,Extra Virgin Olive Oil,800,0
586,Vermicelles de Chine en Riz,308,4
587,Excellence,47,10
588,Huile d'olive,821,0
589,NASMA HUILE D'OLIVE EXTRA VIERGE,898,0
590,Huile d'olive vierge extra,800,0
591,Extra virgin olive oil,800,0
592,Activia go,66,9
593,Organic Extra Virgin Tunisian Olive Oil,800,0
594,Spiced Sardines in Soybean Oil,329.54545454545,4
595,Huile d'olive de Tunisie vierge extra,821,0
596,AL FASSIA Olives vertes au citron,145,8
597,NASMA HUILE D'OLIVE EXTRA VIERGE,898,0
598,AL FASSIA,145,8
599,Sardines in Soybean Oil,244.44444444444,6
600,riz rond,349,4
601,Yellow Label Tea,4,10
602,Mini pound cake,404,2
603,Tart cherry cashew plant based protein superfood bar,450,1
604,Goji berry almond plant based protein superfood bar,475,1
605,Lemon matcha green tea plant based protein superfood bar,475,1
606,Deggi Mirch. Red chilli powder for curries,4,10
607,Rani Orange Canette,53,9
608,Tomato paste demeter,130,8
609,Grenade juice,24,10
610,Apricot jam apricot,260,5
611,Orange marmalade orange,260,5
612,FIG JAM,284,5
613,Vanilla custard powder vanilla,360,3
614,Barazek,285,5
615,Harva German capsules natural Weight Loss support 400 ml 30 Capsule,0,10
616,Tequila Salsa,30,10
617,Vanilla 2% icelandic style lowfat yogurt,87,9
618,Chocolate chip waffles,200,6
619,Water drink,0,10
620,Protein Genius Energy Bar,512,0
621,Fine Gourmet Dried Mushrooms,300,4
622,Strawberry Crunch Cone,322,4
623,Organic ginger powder,500,0
624,Chocolate,489,1
625,Coco lopez pina colada mix with real cream of coconut,146,8
626,Field roast vegetarian grain meat sausages mexican chipotle,272,5
627,Zero Calorie Sparkling Water With Jiuce Pink Grapefruit,0,10
628,Fre Sparkling Brut Beverage Grape,29,10
629,Golden bear beverage,29,10
630,Whole Green Beans,17,10
631,Minsa Tamales 100% Corn Flour Masa Mix,361,3
632,Peanut Butter,53.125,9
633,Chia seed drink,45,10
634,Diet snapple peach tea peach peach,2,10
635,French Onion Dip,182,7
636,Veggie Chili & Cornbread Melt,101,8
637,Soft goat cheese,200,6
638,Soft goat cheese,200,6
639,Mini pink french pie,433,2
640,Artesian water,0,10
641,White rose ultra pasteurized homogenized half & half,133,8
642,Cheddar Pierogies,138,8
643,Organic Cheese,233,6
644,Soft Fresh Goat Cheese,200,6
645,Soft Goat Cheese Tapenade,200,6
646,Soft goat cheese truffle,200,6
647,Flower cheese,200,6
648,Creamy Alfredo complete protein pasta penne,410,2
649,Green Tea With Ginseng & Honey,29,10
650,Steam Ready Sugar Snap Peas,41,10
651,Seltzer,0,10
652,Uncured Hickory Smoked Bacon,471,1
653,Tilapia Fillets,96,9
654,Instant Noodles Bowl Shrimp,458,1
655,Fruit Mochi (mango),324,4
656,Sliced carrots,16,10
657,Lay's Original Flavor Potato Chips,0,10
658,Lay’s Highland Barley Yam Aromatic Stewed Red Flavor,213.75,6
659,Chinese red dates,79,9
660,Spicy bean paste,427,2
661,Granulated chicken flavor soup base mix chicken,0,10
662,Coffee x Milk Tea,180,7
663,The au Jasmin,0,10
664,Tender tofu BBQ flavor,188.88888888889,7
665,Dried whole organic goji berries,389,3
666,Fresh goji juice,94,9
667,Jasmine tea,359,3
668,Sea salt healthy popcorn,500,0
669,Gjetost cheese,464,1
670,Freia melkerull chocolate pieces milk,550,0
671,Freia firklover chocolate tablet milk with hazelnuts,565,0
672,Freia chocolate tablet milk,550,0
673,Tine Ekte (Pure) Gjetost Cheese,429,2
674,Milk chocolate,535,0
675,Skinless norwegian salmon,190,7
676,Linda ellen's bakery danish bread chocolate,281,5
677,Linda ellen's bakery upside down cake pineapple,238,6
678,Tomato And Oregano Tortelloni,290,5
679,Plain lowfat yogurt,59,9
680,Yoplait yogurt & juice nonfat beverage pineapple mango pineapple mango,47,10
681,Bumuka cookies,333,4
682,Organic fruit spread,237,6
683,Organic jam,182,7
684,House of tsang stir-fry sauce szechuan spicy,147,8
685,Nonfat Greek Yogurt With Fruit On The Bottom,80,9
686,Rancho Gordo Stone Ground Cacao For Drinking And Cooking,497,1
687,Instant couscous,185,7
688,Pickled Hot Peppers,20,10
689,Garvi Gujarat Bhel Mix,1286,0
690,Oat cookies with fibers oat,474,1
691,Granola cookies with hazelnuts hazelnuts,500,0
692,Cracked sury olive,313,4
693,Baked whole grain energy snack,389,3
694,Medjool choice dates,277,5
695,Petit beurre biscuit orange,455,1
696,Milk chocolate coated wafer,533,0
697,Milk chocolate coated wafer fingers filled with mocha flavored cream,533,0
698,Milk chocolate coated water fingers filled with peanut butter cream,533,0
699,Sun dried tomato spread,475,1
700,Four tortillas,250,5
701,Rosman black currant preserves,250,5
702,Quinoa Bar With Tahini & Nuts,500,0
703,Basil Pesto,475,1
704,Pickled Lemon Spread,212,6
705,Date Syrup,300,4
706,Chocolate cake,440,2
707,Plopp,543,0
708,Daim chocolate bar milk,530,0
709,Baguette Oliv & Paprika,220,6
710,Elderflower candy,367,3
711,Sour raspberry candy fish,367,3
